#               ucoord              vcoord                 hjd            eff_wave            vis2data             vis2err             vis2syn                chi2
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.441941410000e-06   7.660720460000e-01   3.838494680000e-02   7.833658456802e-01   2.029826705997e-01
 -8.669698170000e+01  -1.855449860000e+01   2.458656618297e+06   1.991453250000e-06   8.029710780000e-01   2.390969910000e-02   8.830223083496e-01   1.120954026150e+01
 -8.758210570000e+01  -1.652663220000e+01   2.458656627197e+06   2.001506060000e-06   7.989064830000e-01   3.703381840000e-02   8.690491914749e-01   3.587303142705e+00
 -8.854574940000e+01  -9.807555970000e+00   2.458656656316e+06   2.012590040000e-06   7.756837290000e-01   3.620722570000e-02   8.675969839096e-01   6.444152264451e+00
 -8.828011920000e+01  -7.915093110000e+00   2.458656664511e+06   2.009531230000e-06   8.336645170000e-01   3.753221190000e-02   8.676174283028e-01   8.183624966948e-01
 -8.713344680000e+01  -4.358265910000e+00   2.458656680031e+06   1.996445930000e-06   8.220781660000e-01   3.475867040000e-02   8.813068866730e-01   2.903610735968e+00
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.345717460000e-06   7.461372470000e-01   2.858220070000e-02   7.745453119278e-01   9.878522079635e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.373113150000e-06   7.717670980000e-01   1.976931480000e-02   7.790744304657e-01   1.366263606893e-01
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.410170070000e-06   7.197169640000e-01   3.528661520000e-02   7.824174761772e-01   3.157345977429e+00
 -8.669698160000e+01  -1.855449860000e+01   2.458656618297e+06   2.016292050000e-06   8.195398640000e-01   4.032067280000e-02   8.728896379471e-01   1.750691514239e+00
 -8.758210580000e+01  -1.652663210000e+01   2.458656627197e+06   2.037223890000e-06   8.078413670000e-01   3.658272760000e-02   8.732509016991e-01   3.196906634797e+00
